Acoupar.exe - ISO3382 Acoustical Parameter File
Filename	Lsg_31.5 	Lsg_63   	Lsg_125  	Lsg_250  	Lsg_500  	Lsg_1000 	Lsg_2000 	Lsg_4000 	Lsg_8000 	Lsg_16000	Lsg_A    	Lsg_Lin  	Lno_31.5 	Lno_63   	Lno_125  	Lno_250  	Lno_500  	Lno_1000 	Lno_2000 	Lno_4000 	Lno_8000 	Lno_16000	Lno_A    	Lno_Lin  	StG_31.5 	StG_63   	StG_125  	StG_250  	StG_500  	StG_1000 	StG_2000 	StG_4000 	StG_8000 	StG_16000	StG_A    	StG_Lin  	C50_31.5 	C50_63   	C50_125  	C50_250  	C50_500  	C50_1000 	C50_2000 	C50_4000 	C50_8000 	C50_16000	C50_A    	C50_Lin  	C80_31.5 	C80_63   	C80_125  	C80_250  	C80_500  	C80_1000 	C80_2000 	C80_4000 	C80_8000 	C80_16000	C80_A    	C80_Lin  	D50_31.5 	D50_63   	D50_125  	D50_250  	D50_500  	D50_1000 	D50_2000 	D50_4000 	D50_8000 	D50_16000	D50_A    	D50_Lin  	ts _31.5 	ts _63   	ts _125  	ts _250  	ts _500  	ts _1000 	ts _2000 	ts _4000 	ts _8000 	ts _16000	ts _A    	ts _Lin  	EDT_31.5 	EDT_63   	EDT_125  	EDT_250  	EDT_500  	EDT_1000 	EDT_2000 	EDT_4000 	EDT_8000 	EDT_16000	EDT_A    	EDT_Lin  	Tus_31.5 	Tus_63   	Tus_125  	Tus_250  	Tus_500  	Tus_1000 	Tus_2000 	Tus_4000 	Tus_8000 	Tus_16000	Tus_A    	Tus_Lin  	T20_31.5 	T20_63   	T20_125  	T20_250  	T20_500  	T20_1000 	T20_2000 	T20_4000 	T20_8000 	T20_16000	T20_A    	T20_Lin  	T30_31.5 	T30_63   	T30_125  	T30_250  	T30_500  	T30_1000 	T30_2000 	T30_4000 	T30_8000 	T30_16000	T30_A    	T30_Lin  	IACCe_31.5 	IACCe_63   	IACCe_125  	IACCe_250  	IACCe_500  	IACCe_1000 	IACCe_2000 	IACCe_4000 	IACCe_8000 	IACCe_16000	IACCe_A    	IACCe_Lin  	tIACC_31.5 	tIACC_63   	tIACC_125  	tIACC_250  	tIACC_500  	tIACC_1000 	tIACC_2000 	tIACC_4000 	tIACC_8000 	tIACC_16000	tIACC_A    	tIACC_Lin  	wIACC_31.5 	wIACC_63   	wIACC_125  	wIACC_250  	wIACC_500  	wIACC_1000 	wIACC_2000 	wIACC_4000 	wIACC_8000 	wIACC_16000	wIACC_A    	wIACC_Lin  
G:\2020_CATALUNYA_JULY\16_07_2020\Aguila1/output/2020_CATALUNYA_JULYTest_1_W_WY.wav	36.214	48.827	54.064	65.027	65.488	68.948	70.287	67.258	63.152	66.273	75.743	75.972	-19.069	-24.122	-27.558	-50.926	-77.808	-99.836	-116.396	-110.677	-116.765	-132.834	-82.196	-31.633	-32.786	-20.173	-14.936	-3.973	-3.512	-0.052	1.287	-1.742	-5.848	-2.727	-1.257	-3.028	10.262	18.014	16.527	23.321	17.348	18.998	17.820	16.632	16.497	20.182	17.892	18.271	14.468	22.089	25.923	31.048	28.217	27.631	28.516	26.180	27.416	32.414	27.746	27.985	90.896	97.944	97.779	99.533	98.138	98.755	98.358	97.874	97.809	99.050	98.400	98.533	22812.393	1265.099	281.307	65.390	39.863	38.195	44.661	43.982	42.759	28.137	39.060	39.522	0.467	0.198	0.205	0.144	0.157	0.149	0.137	0.175	0.179	0.152	0.152	0.153	0.409	0.235	0.161	0.141	0.147	0.145	0.133	0.149	0.159	0.128	0.144	0.144	0.570	0.227	0.165	0.127	0.163	0.164	0.162	0.178	0.168	0.139	0.164	0.162	0.553	0.319	0.207	0.153	0.157	0.173	0.171	0.186	0.183	0.143	0.173	0.171	0.000	0.000	0.000	0.146	0.755	0.617	0.667	0.601	0.212	0.226	0.262	0.109	0.000	0.000	0.000	1.000	0.854	-0.396	-0.229	0.146	0.062	0.042	-0.229	0.417	0.000	0.000	0.000	0.021	0.292	0.146	0.083	0.062	0.042	0.042	0.083	0.083
G:\2020_CATALUNYA_JULY\16_07_2020\Aguila1/output/2020_CATALUNYA_JULYTest_2_W_WY.wav	44.722	55.397	57.033	71.453	66.904	71.786	73.867	70.835	67.077	73.443	79.215	79.906	-7.735	-10.139	-21.327	-45.398	-65.157	-104.149	-114.290	-106.946	-109.212	-124.620	-74.976	-34.411	-24.278	-13.603	-11.967	2.453	-2.096	2.786	4.867	1.835	-1.923	4.443	2.215	0.906	10.484	16.167	13.908	24.739	15.745	19.324	20.041	18.031	18.978	23.192	19.319	19.712	13.963	22.038	24.808	35.764	29.983	26.884	28.864	27.392	28.543	34.863	28.279	29.102	91.430	97.453	94.959	99.662	97.354	98.843	99.018	98.433	98.734	99.522	98.841	98.934	5396.177	608.013	649.751	110.027	42.778	36.503	40.719	56.806	32.455	18.773	38.551	40.423	0.435	0.187	0.213	0.078	0.132	0.166	0.130	0.134	0.151	0.137	0.142	0.129	0.594	0.246	0.289	0.105	0.210	0.141	0.130	0.148	0.152	0.116	0.132	0.134	0.797	0.290	0.203	0.151	0.179	0.174	0.158	0.180	0.159	0.135	0.164	0.160	0.747	0.291	0.203	0.139	0.168	0.192	0.176	0.195	0.198	0.142	0.182	0.178	0.285	0.766	0.810	0.884	0.595	0.441	0.643	0.591	0.162	0.460	0.507	0.501	1.000	0.812	-0.500	-0.125	-0.042	0.042	0.021	0.000	-0.083	-0.229	0.021	0.021	0.125	0.000	1.062	0.521	0.312	0.146	0.083	0.062	0.042	0.042	0.104	0.104
G:\2020_CATALUNYA_JULY\16_07_2020\Aguila1/output/2020_CATALUNYA_JULYTest_3_W_WY.wav	41.323	54.990	60.191	72.263	67.461	72.788	72.343	70.594	68.339	71.395	78.858	79.755	-13.270	-14.879	-25.793	-41.256	-63.833	-106.787	-116.108	-104.752	-108.341	-126.056	-84.732	-36.213	-27.677	-14.010	-8.809	3.263	-1.539	3.788	3.343	1.594	-0.661	2.395	1.858	0.755	11.360	16.472	20.379	25.060	19.591	19.695	18.825	17.695	19.394	23.201	19.073	19.978	15.810	22.058	30.526	34.715	27.945	30.660	29.410	28.612	29.990	35.380	29.758	30.401	93.091	97.579	99.059	99.689	98.910	98.931	98.698	98.195	98.839	99.523	98.748	98.980	22583.211	853.428	207.579	90.558	35.218	24.638	38.763	40.438	30.070	20.532	31.540	34.856	0.432	0.204	0.174	0.109	0.143	0.137	0.135	0.163	0.147	0.126	0.143	0.135	0.352	0.226	0.133	0.112	0.146	0.158	0.150	0.151	0.126	0.119	0.145	0.143	0.336	0.232	0.134	0.116	0.168	0.146	0.155	0.161	0.152	0.131	0.154	0.149	0.429	0.246	0.163	0.144	0.166	0.160	0.167	0.190	0.176	0.136	0.167	0.165	0.000	0.000	0.000	0.307	0.472	0.340	0.470	0.374	0.241	0.170	0.106	0.103	0.000	0.000	0.000	1.000	0.875	0.479	-0.208	0.146	-0.062	0.042	-0.188	0.958	0.000	0.000	0.000	0.042	0.250	0.146	0.104	0.062	0.042	0.042	0.104	0.083
G:\2020_CATALUNYA_JULY\16_07_2020\Aguila2/output/2020_CATALUNYA_JULYTest1_W_WY.wav	31.374	47.219	51.331	59.889	62.948	68.519	64.063	62.123	59.184	64.522	72.119	72.685	1.740	-6.815	-14.657	-27.399	-57.898	-93.062	-104.975	-109.759	-117.982	-128.714	-69.424	-28.037	-37.626	-21.781	-17.669	-9.111	-6.052	-0.481	-4.937	-6.877	-9.816	-4.478	-4.881	-6.315	7.383	12.767	12.036	18.083	20.819	22.952	17.022	16.740	17.181	23.081	19.347	19.200	9.457	17.361	17.391	23.607	26.721	27.545	20.963	20.837	23.511	31.674	23.756	24.071	84.115	94.940	93.810	98.439	99.175	99.495	98.041	97.892	98.122	99.508	98.850	98.799	3562.671	946.774	250.697	84.062	37.835	18.988	22.244	34.407	22.755	13.886	20.384	22.216	0.746	0.244	0.279	0.139	0.054	0.061	0.120	0.137	0.156	0.078	0.089	0.090	1.181	0.391	0.353	0.121	0.128	--	0.164	0.172	0.174	0.126	0.147	0.146	0.747	1.011	0.563	0.300	0.212	0.211	0.444	0.473	0.244	0.162	0.326	0.283	0.575	1.062	0.813	--	0.603	0.610	0.886	0.820	0.477	0.191	0.757	0.752	0.000	0.188	0.411	0.691	0.649	0.586	0.503	0.535	0.227	0.529	0.531	0.532	0.000	1.000	-0.375	0.062	-0.021	0.000	0.000	0.000	0.021	-0.062	0.000	0.000	0.000	0.062	0.854	0.542	0.292	0.167	0.083	0.042	0.042	0.042	0.062	0.062
G:\2020_CATALUNYA_JULY\16_07_2020\Aguila2/output/2020_CATALUNYA_JULYTest1_take2_W_WY.wav	31.318	47.217	51.308	59.693	62.684	68.014	63.993	62.967	58.425	68.326	72.171	72.898	-8.418	-8.457	-24.994	-28.282	-58.088	-92.304	-107.177	-109.845	-121.446	-129.726	-76.467	-35.171	-37.682	-21.783	-17.692	-9.307	-6.316	-0.986	-5.007	-6.033	-10.575	-0.674	-4.829	-6.102	7.713	12.865	11.790	17.462	20.228	22.288	17.453	16.770	16.340	25.762	19.283	19.277	9.184	17.813	17.278	23.039	25.564	26.905	21.299	21.843	23.058	34.873	23.887	24.287	85.235	94.994	93.530	98.202	99.051	99.411	98.222	97.901	97.721	99.735	98.833	98.817	4099.576	963.672	264.321	87.923	43.046	21.863	33.462	37.617	24.998	7.463	24.096	24.240	0.820	0.250	0.276	0.126	0.063	0.051	0.138	0.137	0.152	0.052	0.108	0.108	0.975	0.319	0.315	0.121	0.125	--	0.178	0.159	0.197	0.108	0.143	0.135	0.838	0.541	0.534	0.253	0.194	0.176	0.360	0.342	0.261	0.136	0.277	0.240	0.809	0.729	0.687	0.623	0.385	0.464	0.667	0.574	0.395	0.157	0.545	0.539	0.000	0.196	0.410	0.662	0.626	0.539	0.595	0.496	0.210	0.590	0.514	0.517	0.000	1.000	-0.396	0.062	-0.021	0.000	0.000	0.000	0.208	-0.062	0.021	0.021	0.000	0.062	0.854	0.562	0.292	0.146	0.083	0.062	0.042	0.042	0.062	0.062
G:\2020_CATALUNYA_JULY\16_07_2020\Aguila2/output/2020_CATALUNYA_JULYTest2_W_WY.wav	26.273	39.452	47.610	56.357	55.739	62.001	61.212	60.187	59.322	62.897	68.360	68.851	-3.462	-13.188	-17.665	-26.535	-65.032	-89.612	-104.205	-111.634	-118.414	-129.551	-71.332	-32.603	-42.727	-29.548	-21.390	-12.643	-13.261	-6.999	-7.788	-8.813	-9.678	-6.103	-8.640	-10.149	8.678	8.798	8.095	14.821	13.984	16.424	14.835	14.375	17.104	21.159	15.657	15.606	-nan(ind)	13.406	14.077	19.204	19.534	20.986	19.141	19.146	24.143	30.974	20.439	20.681	88.055	87.732	85.794	96.798	94.958	97.303	96.555	96.462	97.801	99.233	97.167	97.225	11595.574	7045.102	701.412	149.798	149.373	79.106	65.124	47.689	38.924	15.257	51.244	52.720	0.520	0.443	0.395	0.146	0.205	0.142	0.170	0.164	0.129	0.108	0.156	0.153	0.430	0.476	0.439	0.193	0.181	0.174	0.216	0.203	0.188	0.134	0.186	0.189	0.648	0.859	0.690	0.338	0.569	0.386	0.503	0.417	0.249	0.157	0.388	0.380	0.681	0.782	0.705	0.697	0.740	0.613	0.700	0.659	0.430	0.172	0.638	0.638	0.074	0.000	0.000	0.571	0.578	0.395	0.377	0.437	0.261	0.336	0.186	0.145	1.000	0.000	0.000	1.000	0.979	0.417	-0.188	-0.146	-0.083	0.042	0.375	0.438	0.188	0.000	0.000	0.833	0.333	0.146	0.083	0.062	0.062	0.042	0.125	0.042
G:\2020_CATALUNYA_JULY\16_07_2020\Aguila2/output/2020_CATALUNYA_JULYTest2_take2_W_WY.wav	28.056	41.729	50.185	59.184	57.908	64.566	63.677	61.777	62.470	65.134	70.707	71.190	-1.838	-4.464	-13.711	-24.461	-75.040	-95.540	-103.178	-108.071	-117.237	-128.395	-67.398	-30.737	-40.944	-27.271	-18.815	-9.816	-11.092	-4.434	-5.323	-7.223	-6.530	-3.866	-6.293	-7.810	7.847	8.946	9.224	16.888	15.867	17.661	15.285	14.497	19.686	22.448	16.471	16.531	-nan(ind)	14.084	15.762	21.212	21.611	22.541	20.718	20.063	26.673	31.245	21.983	22.198	85.348	88.069	88.519	97.958	96.520	98.015	96.770	96.569	98.714	99.399	97.602	97.709	13422.542	6527.762	653.966	122.460	153.685	65.352	53.842	46.847	38.089	18.046	45.086	48.056	0.496	0.426	0.373	0.141	0.175	0.109	0.143	0.179	0.122	0.094	0.139	0.140	0.437	0.417	0.408	0.128	0.166	0.161	0.202	0.211	0.134	0.122	0.178	0.173	0.382	--	0.662	0.269	0.242	0.335	0.419	0.395	0.186	0.151	0.338	0.328	0.836	0.759	0.709	0.584	0.613	0.576	0.629	0.672	0.335	0.178	0.587	0.588	0.138	0.000	0.023	0.478	0.550	0.357	0.405	0.345	0.311	0.213	0.151	0.114	1.000	0.000	1.000	1.000	1.000	0.417	-0.188	-0.146	-0.083	-0.146	0.375	0.375	0.542	0.000	0.021	0.938	0.333	0.146	0.083	0.062	0.042	0.042	0.062	0.062
G:\2020_CATALUNYA_JULY\17_07_2020\ElCogul/output/2020_CATALUNYA_JULYTest1_W_WY.wav	46.171	60.879	60.097	66.379	67.322	72.079	73.001	71.857	69.607	75.441	79.463	80.032	-2.154	-5.162	-28.817	-46.584	-83.979	-106.252	-120.983	-124.742	-130.797	-131.543	-77.891	-25.290	-22.829	-8.121	-8.903	-2.621	-1.678	3.079	4.001	2.857	0.607	6.441	2.463	1.032	14.629	15.908	9.683	15.639	19.659	22.153	20.594	20.785	23.073	27.977	21.265	20.374	17.828	17.541	18.062	25.713	30.319	31.337	28.782	29.634	32.299	38.599	30.200	28.607	96.206	97.363	88.917	97.322	98.806	99.336	99.115	99.166	99.495	99.840	99.258	99.085	7505.830	1737.451	432.959	88.687	46.634	27.362	25.507	28.450	24.342	15.715	23.820	27.891	0.379	0.276	0.339	0.181	0.131	0.118	0.122	0.129	0.106	0.087	0.121	0.128	0.300	0.226	0.288	0.173	0.145	0.150	0.132	0.135	0.122	0.097	0.136	0.144	0.456	0.322	0.250	0.181	0.150	0.135	0.149	0.140	0.138	0.107	0.148	0.164	0.274	0.427	0.269	0.183	0.193	0.180	0.207	0.200	0.176	0.117	0.199	0.215	0.017	0.243	0.598	0.471	0.542	0.276	0.291	0.339	0.215	0.293	0.263	0.244	1.000	1.000	0.604	0.083	-0.083	-0.042	0.667	0.000	-0.188	0.083	0.000	0.000	0.021	0.083	0.979	0.583	0.271	0.146	0.083	0.062	0.042	0.042	0.062	0.062
G:\2020_CATALUNYA_JULY\17_07_2020\ElCogul/output/2020_CATALUNYA_JULYTest2_W_WY.wav	41.915	55.633	61.537	64.834	69.833	73.719	73.667	73.362	70.066	78.456	80.833	81.585	-13.822	-23.909	-29.221	-50.050	-74.873	-108.198	-119.994	-121.014	-131.170	-127.926	-80.900	-35.997	-27.085	-13.367	-7.463	-4.166	0.833	4.719	4.667	4.362	1.066	9.456	3.833	2.585	17.938	16.135	16.111	15.640	24.636	25.102	22.868	22.223	23.088	30.037	23.631	22.890	20.683	18.217	22.775	24.386	32.521	33.296	29.663	30.748	31.935	38.395	31.468	29.954	98.406	97.354	96.234	96.747	99.654	99.690	99.479	99.400	99.508	99.900	99.568	99.481	47192.008	19134.502	84.388	97.243	16.111	20.741	18.477	28.184	26.108	24.297	20.740	22.994	0.356	0.270	0.209	0.221	0.104	0.089	0.121	0.102	0.119	0.069	0.101	0.103	0.176	0.262	0.145	0.150	0.123	0.133	0.124	0.119	0.125	0.065	0.124	0.127	0.279	0.334	0.185	0.178	0.124	0.133	0.134	0.137	0.131	0.094	0.132	0.143	0.363	0.352	0.224	0.204	0.180	0.175	0.201	0.195	0.177	0.109	0.192	0.206	0.000	0.000	0.272	0.178	0.444	0.325	0.304	0.241	0.180	0.370	0.169	0.162	0.000	0.000	-1.000	-0.438	0.812	-0.396	0.271	0.875	-0.083	0.083	0.333	0.333	0.000	0.000	0.104	0.583	0.333	0.167	0.104	0.062	0.042	0.042	0.042	0.042
G:\2020_CATALUNYA_JULY\17_07_2020\GrauTallat/output/2020_CATALUNYA_JULYTest1_W_WY.wav	35.558	48.379	55.218	62.284	64.978	67.689	67.521	64.691	62.284	68.276	73.821	74.493	-6.121	-6.532	-21.454	-38.091	-64.856	-104.343	-114.261	-120.568	-129.098	-132.314	-84.448	-38.420	-33.442	-20.621	-13.782	-6.716	-4.022	-1.311	-1.479	-4.309	-6.716	-0.724	-3.179	-4.507	11.276	15.020	18.519	21.617	27.574	25.371	24.674	21.858	22.533	28.374	24.305	24.469	14.252	20.350	25.808	31.363	36.022	33.438	30.606	27.209	29.362	36.863	30.707	31.042	90.274	96.352	98.213	99.225	99.813	99.689	99.646	99.350	99.445	99.853	99.621	99.640	9425.226	1977.965	380.877	92.816	26.555	26.697	26.561	24.940	18.940	5.594	20.069	20.306	1.064	0.160	0.193	0.165	0.056	0.090	0.086	0.095	0.095	0.049	0.089	0.088	1.048	0.449	0.193	0.156	0.090	0.093	0.121	0.103	0.110	0.102	0.110	0.117	0.323	0.554	0.201	0.150	0.113	0.119	0.143	0.173	0.149	0.120	0.140	0.140	--	0.841	0.315	0.203	0.135	0.174	0.257	0.307	0.221	0.143	0.235	0.222	0.000	0.000	0.000	0.483	0.912	0.761	0.731	0.678	0.258	0.564	0.218	0.219	0.000	0.000	0.000	1.000	0.875	-0.417	-0.229	0.146	0.188	0.021	-0.250	0.979	0.000	0.000	0.000	0.042	0.312	0.146	0.083	0.062	0.042	0.042	0.042	0.125
G:\2020_CATALUNYA_JULY\17_07_2020\GrauTallat/output/2020_CATALUNYA_JULYTest2_W_WY.wav	38.090	50.218	55.506	60.465	65.699	68.410	67.639	64.498	61.509	65.771	73.917	74.421	-9.416	-7.419	-22.704	-40.689	-60.306	-95.533	-113.232	-121.149	-130.390	-132.426	-74.481	-36.985	-30.910	-18.782	-13.494	-8.535	-3.301	-0.590	-1.361	-4.502	-7.491	-3.229	-3.083	-4.579	15.998	16.126	16.989	19.954	27.357	24.829	22.583	21.895	21.687	24.769	23.295	23.389	23.157	21.343	23.336	25.865	32.734	31.009	29.148	27.639	28.591	33.299	29.575	29.468	97.462	97.427	97.765	98.956	99.715	99.659	99.348	99.262	99.300	99.663	99.468	99.492	3330.419	2120.900	410.951	144.831	63.207	38.099	37.322	29.648	17.330	12.624	29.713	31.131	0.403	0.255	0.253	0.143	0.061	0.131	0.119	0.104	0.108	0.102	0.115	0.114	0.208	0.246	0.196	0.162	0.128	0.117	0.131	0.141	0.124	0.101	0.123	0.126	0.188	0.497	0.217	0.203	0.130	0.116	0.149	0.170	0.170	0.132	0.140	0.141	--	1.096	0.392	0.271	0.214	0.232	0.305	0.352	0.257	0.168	0.277	0.268	0.000	0.340	0.272	0.841	0.687	0.262	0.210	0.362	0.300	0.204	0.284	0.318	0.000	1.000	1.000	-0.188	-0.083	0.021	0.021	0.042	0.042	-0.708	0.042	0.021	0.000	0.188	0.104	0.521	0.333	0.146	0.083	0.042	0.042	0.042	0.083	0.104
G:\2020_CATALUNYA_JULY\18_07_2020\Apotecari3/output/2020_CATALUNYA_JULYTest1_W_WY.wav	34.464	44.606	55.965	61.834	63.666	66.046	66.359	65.721	63.227	66.671	73.186	73.794	-3.132	-10.746	-29.082	-41.150	-66.979	-97.520	-118.205	-117.392	-129.519	-131.061	-75.839	-36.414	-34.536	-24.394	-13.035	-7.166	-5.334	-2.954	-2.641	-3.279	-5.773	-2.329	-3.814	-5.206	3.227	14.105	13.365	19.221	19.381	19.914	17.017	18.039	20.717	22.988	18.386	18.199	6.776	18.062	21.166	26.459	29.605	29.713	26.095	27.256	30.168	34.354	27.865	27.596	57.216	96.238	95.358	98.816	98.575	98.632	97.380	98.267	99.117	99.500	98.309	98.391	5849.999	1631.459	315.228	231.382	76.710	67.164	76.946	45.713	29.532	19.138	49.842	51.292	1.508	0.247	0.235	0.139	0.133	0.159	0.180	0.132	0.140	0.123	0.149	0.142	0.527	0.316	0.212	0.167	0.157	0.168	0.160	0.158	0.131	0.115	0.154	0.155	0.447	1.231	0.273	0.213	0.182	0.162	0.174	0.177	0.149	0.129	0.169	0.176	0.697	0.983	0.338	0.209	0.193	0.181	0.203	0.203	0.169	0.143	0.193	0.201	0.000	0.664	0.472	0.628	0.616	0.404	0.367	0.310	0.306	0.262	0.269	0.307	0.000	1.000	-0.771	0.000	0.104	0.042	-0.042	-0.250	-0.083	-0.083	0.000	0.000	0.000	0.229	0.833	0.500	0.312	0.146	0.083	0.062	0.042	0.042	0.083	0.083
G:\2020_CATALUNYA_JULY\18_07_2020\Apotecari3/output/2020_CATALUNYA_JULYTest2_W_WY.wav	32.900	48.794	56.111	64.175	66.573	70.467	68.766	65.710	62.452	70.042	75.465	76.160	2.855	-2.122	-13.486	-49.928	-71.734	-99.894	-118.541	-117.566	-130.166	-130.681	-69.522	-32.686	-36.100	-20.206	-12.889	-4.825	-2.427	1.467	-0.234	-3.290	-6.548	1.042	-1.535	-2.840	2.855	13.196	13.126	14.392	19.078	22.330	19.301	18.745	19.830	25.339	20.168	19.319	5.429	17.442	18.243	25.991	29.133	31.282	29.780	27.541	29.024	36.094	29.783	29.045	55.387	94.166	95.326	96.450	98.758	99.322	98.839	98.670	98.967	99.708	99.035	98.844	5387.453	291.956	298.573	84.257	29.502	41.013	26.341	28.738	27.382	15.094	28.245	29.151	1.665	0.292	0.167	0.150	0.171	0.154	0.129	0.141	0.138	0.124	0.139	0.141	0.367	0.393	0.360	0.267	0.127	0.119	0.119	0.144	0.128	0.096	0.121	0.127	0.417	0.943	0.358	0.204	0.174	0.130	0.164	0.166	0.155	0.120	0.150	0.161	0.891	0.885	0.338	0.217	0.177	0.160	0.181	0.203	0.189	0.138	0.176	0.189	0.000	0.597	0.000	0.351	0.272	0.194	0.175	0.276	0.176	0.341	0.109	0.110	0.000	1.000	0.000	-1.000	0.979	-0.708	-0.938	-0.958	0.188	0.021	-0.917	-0.917	0.000	0.375	0.000	0.750	0.292	0.146	0.104	0.062	0.042	0.042	0.083	0.083
G:\2020_CATALUNYA_JULY\20_07_2020\AbricDelsPunts/output/2020_CATALUNYA_JULYTest1_W_WY.wav	39.359	52.644	60.385	63.570	68.152	70.996	72.854	70.650	67.609	71.574	78.479	78.692	-2.667	-7.904	-16.412	-37.436	-60.100	-96.893	-118.241	-121.497	-132.186	-131.797	-66.946	-25.174	-29.641	-16.356	-8.615	-5.430	-0.848	1.996	3.854	1.650	-1.391	2.574	1.479	-0.308	13.888	17.880	22.765	24.743	25.685	24.953	23.964	21.811	22.738	22.507	23.466	23.679	18.085	23.499	33.249	36.201	36.668	35.364	36.031	33.066	34.113	35.248	34.938	34.885	96.017	98.236	99.457	99.664	99.707	99.660	99.596	99.345	99.467	99.442	99.545	99.568	9521.848	1204.717	126.909	100.197	36.204	28.645	22.959	20.604	20.234	16.703	20.896	22.727	0.378	0.229	0.122	0.135	0.107	0.093	0.113	0.101	0.109	0.119	0.108	0.108	0.327	0.182	0.092	0.099	0.096	0.124	0.096	0.129	0.124	0.131	0.104	0.102	0.551	0.279	0.175	0.106	0.110	0.136	0.128	0.156	0.144	0.138	0.135	0.132	0.581	--	0.173	0.135	0.139	0.145	0.145	0.158	0.152	0.141	0.146	0.145	0.484	0.556	0.659	0.679	0.683	0.438	0.536	0.591	0.209	0.207	0.467	0.446	1.000	1.000	-0.583	-0.188	-0.021	0.042	0.000	0.000	-0.188	0.083	0.000	0.000	0.229	0.208	1.042	0.521	0.333	0.146	0.083	0.062	0.042	0.042	0.062	0.062
G:\2020_CATALUNYA_JULY\20_07_2020\AbricDelsPunts/output/2020_CATALUNYA_JULYTest2_W_WY.wav	36.143	50.378	59.712	63.696	66.797	71.292	70.978	69.284	67.204	74.972	77.724	78.478	1.473	0.391	-23.612	-32.692	-57.983	-95.931	-113.786	-121.380	-132.076	-131.523	-71.082	-20.778	-32.857	-18.622	-9.288	-5.304	-2.203	2.292	1.978	0.284	-1.796	5.972	0.724	-0.522	11.706	17.451	20.476	23.320	24.619	25.164	22.642	21.116	22.660	26.289	23.113	23.657	13.740	22.361	31.921	35.191	35.343	36.786	34.190	32.965	33.894	38.639	34.753	34.996	93.465	98.095	99.028	99.533	99.611	99.671	99.450	99.232	99.456	99.762	99.504	99.562	43912.438	4596.276	352.051	102.606	36.624	26.695	29.084	29.341	27.628	9.816	24.259	24.329	0.397	0.260	0.153	0.123	0.131	0.099	0.114	0.128	0.126	0.067	0.116	0.115	0.361	0.243	0.109	0.097	0.099	0.122	0.122	0.118	0.122	0.115	0.124	0.121	1.223	0.251	0.160	0.121	0.126	0.123	0.133	0.136	0.131	0.132	0.133	0.129	0.861	--	0.173	0.125	0.134	0.132	0.144	0.144	0.142	0.135	0.139	0.139	0.057	0.000	0.000	0.371	0.656	0.456	0.442	0.409	0.313	0.658	0.193	0.155	-1.000	0.000	0.000	1.000	-0.979	-0.417	0.229	-0.146	0.083	-0.167	-0.229	-0.229	0.042	0.000	0.000	0.042	0.354	0.146	0.083	0.062	0.042	0.042	0.042	0.042
G:\2020_CATALUNYA_JULY\20_07_2020\CovaDelsVilars/output/2020_CATALUNYA_JULYTest1_W_WY.wav	42.092	51.081	62.784	68.011	65.660	71.098	72.297	70.987	66.999	68.989	78.166	78.539	-14.735	-13.419	-16.027	-35.912	-61.923	-93.690	-108.642	-114.865	-127.455	-130.045	-74.905	-27.149	-26.908	-17.919	-6.216	-0.989	-3.340	2.098	3.297	1.987	-2.001	-0.011	1.166	-0.461	6.787	3.483	8.675	12.957	10.447	12.805	11.483	11.958	12.630	16.514	11.993	11.665	8.911	6.129	11.761	17.344	15.802	18.200	17.298	18.431	19.415	24.954	17.932	17.008	81.012	68.313	87.420	94.992	91.722	94.899	93.359	93.993	94.824	97.798	94.045	93.616	6759.844	3704.971	653.421	162.566	66.305	57.206	60.567	48.933	41.059	29.287	52.384	60.300	0.638	0.758	0.348	0.184	0.245	0.204	0.232	0.226	0.209	0.170	0.221	0.222	0.607	0.649	0.470	0.289	0.344	0.231	0.259	0.241	0.234	0.157	0.244	0.275	0.615	0.576	0.439	0.314	0.356	0.298	0.289	0.268	0.248	0.185	0.289	0.311	0.650	0.619	0.477	0.359	0.349	0.316	0.308	0.309	0.262	0.199	0.310	0.356	0.657	0.000	0.000	0.655	0.376	0.365	0.513	0.491	0.205	0.093	0.194	0.096	-1.000	0.000	0.000	1.000	-1.000	-0.417	-0.229	0.146	0.062	-0.562	-0.208	0.833	0.396	0.000	0.000	0.896	0.417	0.146	0.083	0.062	0.042	0.042	0.083	0.062
